Location,Day,Hour,Weather,Exam_Week,Event_Day,Previous_Crowd,Crowd_Level
Canteen,Friday,9,Hot,No,No,Low,Low
Sports Complex,Friday,15,Normal,No,Yes,Low,Medium
Main Block,Monday,10,Hot,Yes,Yes,Medium,Medium
Bus Stop,Wednesday,8,Normal,No,No,Low,Medium
Library,Tuesday,18,Normal,Yes,No,High,High
Cafeteria,Friday,7,Hot,No,Yes,Low,Medium
Canteen,Friday,17,Normal,No,No,Medium,High
Library,Friday,7,Rain,No,No,Low,Low
Canteen,Monday,18,Hot,No,No,Low,High
Canteen,Thursday,9,Normal,No,No,Low,Low
Main Block,Monday,17,Normal,Yes,No,Low,Medium
Sports Complex,Wednesday,7,Normal,No,No,Low,Low
Sports Complex,Tuesday,11,Normal,No,No,Low,Low
Cafeteria,Monday,14,Normal,No,No,Medium,High
Cafeteria,Wednesday,16,Hot,Yes,No,Low,Low
Main Block,Friday,7,Normal,No,Yes,Medium,Medium
Canteen,Tuesday,14,Normal,No,No,Low,Medium
Bus Stop,Friday,14,Normal,No,No,Medium,High
Cafeteria,Monday,7,Normal,Yes,No,Low,Medium
Sports Complex,Thursday,19,Normal,No,No,Medium,Medium
Canteen,Wednesday,17,Rain,No,No,Low,High
Library,Saturday,13,Rain,Yes,No,Medium,High
Cafeteria,Wednesday,21,Normal,No,No,Low,Low
Library,Monday,18,Normal,No,No,Medium,High
Bus Stop,Tuesday,21,Normal,No,Yes,Medium,High
Library,Saturday,12,Normal,Yes,No,Medium,High
Canteen,Monday,11,Normal,No,No,Low,Low
Canteen,Tuesday,14,Normal,No,No,Low,Medium
Main Block,Tuesday,13,Hot,No,No,Low,Medium
Library,Monday,10,Normal,No,No,Low,Low
Sports Complex,Friday,14,Normal,No,No,Low,Medium
Library,Tuesday,8,Rain,No,No,Low,Low
Library,Thursday,20,Rain,Yes,No,Low,Low
Library,Wednesday,12,Rain,No,No,Low,Low
Cafeteria,Wednesday,9,Normal,No,Yes,Low,Low
Sports Complex,Wednesday,16,Normal,No,No,Low,Low
Main Block,Friday,21,Normal,No,No,Low,Low
Library,Tuesday,9,Normal,No,No,Low,Medium
Main Block,Wednesday,16,Normal,No,Yes,Low,Medium
Canteen,Wednesday,18,Rain,No,Yes,High,High
Main Block,Friday,19,Rain,No,No,Low,Low
Cafeteria,Tuesday,11,Normal,Yes,No,Low,High
Library,Friday,19,Hot,Yes,No,High,High
Main Block,Wednesday,12,Rain,No,No,Low,Low
Bus Stop,Saturday,21,Normal,No,No,Low,Low
Cafeteria,Thursday,11,Rain,No,No,Low,Low
Cafeteria,Wednesday,20,Normal,Yes,No,Low,Medium
Main Block,Monday,14,Normal,No,No,Low,Medium
Library,Monday,20,Normal,No,No,Low,Low
Cafeteria,Thursday,7,Normal,Yes,No,Low,Low
Library,Thursday,21,Rain,Yes,No,Low,Medium
Library,Monday,16,Normal,No,No,Low,Medium
Cafeteria,Thursday,17,Normal,Yes,No,Medium,High
Sports Complex,Saturday,16,Normal,No,No,Low,Low
Bus Stop,Friday,7,Rain,No,No,Low,Low
Library,Tuesday,11,Normal,Yes,No,Medium,High
Library,Friday,20,Hot,No,Yes,Low,Medium
Cafeteria,Wednesday,14,Normal,No,No,Medium,High
Canteen,Monday,11,Normal,No,No,Low,Low
Cafeteria,Thursday,10,Normal,No,No,Low,Low
Bus Stop,Thursday,19,Rain,Yes,No,Low,Medium
Cafeteria,Monday,12,Normal,No,No,Low,Medium
Cafeteria,Thursday,19,Normal,No,No,Medium,High
Canteen,Friday,19,Normal,No,No,Medium,High
Library,Wednesday,19,Normal,No,No,Medium,High
Main Block,Thursday,21,Rain,No,No,Low,Low
Sports Complex,Tuesday,12,Rain,No,No,Low,Low
Main Block,Thursday,21,Rain,No,No,Low,Low
Main Block,Thursday,8,Rain,No,Yes,Low,Medium
Cafeteria,Friday,19,Hot,No,No,Low,Medium
Library,Tuesday,11,Normal,Yes,No,Low,Medium
Sports Complex,Wednesday,9,Normal,No,No,Low,Low
Canteen,Friday,13,Normal,Yes,No,Low,High
Canteen,Friday,10,Normal,No,No,Low,Medium
Sports Complex,Tuesday,8,Normal,Yes,No,Low,Medium
Bus Stop,Tuesday,8,Normal,Yes,No,Low,Low
Library,Saturday,20,Hot,No,No,Low,Medium
Main Block,Monday,17,Normal,No,No,Medium,High
Canteen,Saturday,14,Normal,No,No,Low,Low
Sports Complex,Monday,9,Hot,Yes,No,Low,Medium
Sports Complex,Thursday,21,Normal,No,No,Low,Low
Cafeteria,Saturday,10,Normal,No,No,Low,Low
Main Block,Monday,12,Hot,No,No,Low,Medium
Canteen,Friday,11,Hot,Yes,Yes,Low,Medium
Bus Stop,Wednesday,15,Normal,Yes,Yes,Medium,Low
Cafeteria,Tuesday,17,Hot,No,No,Medium,High
Main Block,Friday,8,Normal,Yes,No,Medium,Medium
Main Block,Monday,11,Normal,Yes,No,Low,Low
Sports Complex,Monday,14,Hot,No,No,Low,Low
Main Block,Thursday,12,Normal,Yes,No,Medium,High
Library,Wednesday,12,Normal,No,Yes,High,High
Canteen,Wednesday,14,Normal,No,No,Medium,Medium
Canteen,Tuesday,7,Normal,No,No,Low,Low
Library,Wednesday,7,Rain,Yes,No,Low,Medium
Sports Complex,Saturday,9,Normal,No,Yes,Low,Medium
Canteen,Tuesday,19,Rain,No,No,Low,Medium
Main Block,Friday,13,Normal,No,No,Low,Medium
Bus Stop,Friday,12,Normal,No,Yes,Medium,High
Bus Stop,Thursday,16,Rain,No,Yes,Low,Low
Cafeteria,Monday,8,Rain,Yes,Yes,Medium,High
Library,Thursday,9,Rain,No,No,Low,Low
Bus Stop,Friday,14,Normal,No,No,Low,High
Cafeteria,Thursday,21,Normal,Yes,Yes,Low,Medium
Canteen,Monday,12,Normal,No,Yes,High,High
Cafeteria,Friday,15,Rain,No,No,Low,Low
Bus Stop,Tuesday,19,Normal,Yes,No,Medium,High
Sports Complex,Wednesday,9,Normal,No,No,Low,Low
Bus Stop,Thursday,8,Rain,Yes,No,Low,Low
Sports Complex,Thursday,9,Hot,Yes,Yes,Medium,High
Cafeteria,Tuesday,14,Hot,No,No,Medium,Low
Main Block,Friday,12,Normal,No,No,Medium,High
Canteen,Friday,15,Normal,Yes,No,Low,Low
Library,Friday,17,Normal,No,No,Medium,Medium
Bus Stop,Monday,13,Normal,Yes,No,Low,Medium
Canteen,Friday,12,Hot,No,No,Low,Medium
Sports Complex,Saturday,13,Normal,No,No,Low,Low
Sports Complex,Tuesday,12,Rain,No,No,Low,Low
Sports Complex,Monday,17,Normal,Yes,No,Low,Medium
Bus Stop,Thursday,9,Normal,No,No,Low,Medium
Bus Stop,Tuesday,12,Normal,No,No,Medium,High
Bus Stop,Friday,14,Normal,Yes,No,Medium,Low
Cafeteria,Monday,13,Normal,No,No,Low,Medium
Library,Monday,10,Normal,No,No,Low,Low
Sports Complex,Friday,14,Normal,Yes,No,Medium,Medium
Sports Complex,Wednesday,9,Normal,Yes,No,Low,Medium
Sports Complex,Saturday,13,Normal,No,No,Medium,Medium
Sports Complex,Saturday,18,Normal,No,No,Low,Low
Canteen,Tuesday,10,Normal,Yes,No,Low,Medium
Main Block,Wednesday,7,Normal,No,No,Low,Low
Main Block,Friday,18,Normal,No,No,Medium,Medium
Bus Stop,Tuesday,15,Normal,No,No,Low,Low
Bus Stop,Saturday,12,Rain,No,No,Low,Low
Cafeteria,Friday,17,Hot,No,No,Medium,High
Cafeteria,Monday,20,Normal,No,No,Low,Low
Canteen,Thursday,10,Hot,No,No,Low,Low
Sports Complex,Thursday,20,Normal,Yes,Yes,Low,Medium
Main Block,Thursday,13,Normal,No,No,Low,Medium
Main Block,Wednesday,13,Normal,No,No,Low,Medium
Sports Complex,Tuesday,21,Rain,Yes,No,Low,Low
Canteen,Friday,13,Rain,No,Yes,High,High
Main Block,Tuesday,17,Normal,No,No,Medium,Medium
Sports Complex,Wednesday,10,Hot,No,Yes,Low,Medium
Cafeteria,Tuesday,16,Hot,Yes,Yes,Low,High
Main Block,Thursday,13,Hot,No,No,Low,Low
Main Block,Monday,9,Hot,No,Yes,Low,Medium
Sports Complex,Thursday,10,Normal,Yes,No,Low,Low
Main Block,Wednesday,9,Normal,Yes,No,Low,Medium
Library,Thursday,11,Normal,No,Yes,Medium,High
Library,Thursday,10,Normal,No,No,Low,Low
Sports Complex,Thursday,12,Normal,No,Yes,Medium,High
Main Block,Friday,10,Normal,No,No,Low,Low
Bus Stop,Saturday,9,Normal,Yes,No,Low,Low
Library,Tuesday,20,Hot,No,No,Low,Low
Sports Complex,Wednesday,18,Rain,No,No,Low,Low
Bus Stop,Wednesday,9,Normal,No,No,Low,Low
Main Block,Thursday,21,Normal,Yes,No,Low,Low
Cafeteria,Friday,11,Normal,No,No,Low,Low
Cafeteria,Wednesday,18,Rain,No,No,Low,Low
Main Block,Thursday,13,Normal,No,No,Medium,Medium
Main Block,Monday,20,Rain,No,No,Low,Low
Main Block,Friday,13,Normal,No,No,Low,Medium
Library,Friday,18,Normal,No,No,Low,Medium
Cafeteria,Monday,17,Normal,No,No,Medium,Medium
Library,Wednesday,18,Hot,Yes,No,High,High
Canteen,Friday,12,Rain,No,No,Low,Medium
Sports Complex,Tuesday,8,Hot,No,No,Low,High
Bus Stop,Monday,15,Normal,No,No,Low,Low
Cafeteria,Tuesday,17,Normal,Yes,No,High,High
Sports Complex,Tuesday,21,Normal,Yes,No,Low,Low
Canteen,Thursday,7,Normal,No,No,Low,Low
Main Block,Thursday,12,Rain,No,No,Low,Low
Cafeteria,Wednesday,18,Rain,No,No,Medium,Medium
Cafeteria,Tuesday,20,Normal,Yes,No,Low,Low
Bus Stop,Tuesday,16,Normal,Yes,Yes,Medium,Medium
Canteen,Friday,9,Normal,No,No,Low,Low
Sports Complex,Friday,16,Hot,No,No,Low,Low
Sports Complex,Monday,9,Normal,No,Yes,Medium,Medium
Bus Stop,Tuesday,10,Hot,Yes,No,Low,Low
Main Block,Tuesday,20,Normal,No,No,Low,Low
Main Block,Wednesday,11,Normal,Yes,No,Low,Low
Library,Thursday,10,Normal,Yes,No,Medium,Medium
Main Block,Monday,7,Rain,No,No,Low,Low
Main Block,Friday,16,Normal,No,Yes,Low,Medium
Library,Thursday,18,Hot,Yes,No,High,High
Cafeteria,Monday,16,Normal,Yes,No,Low,Low
Library,Thursday,9,Rain,Yes,No,Medium,Medium
Sports Complex,Friday,18,Normal,Yes,No,Low,Medium
Cafeteria,Friday,11,Hot,Yes,No,Low,Low
Bus Stop,Monday,11,Normal,Yes,No,Low,Low
Sports Complex,Thursday,9,Normal,No,No,Low,Low
Bus Stop,Friday,14,Normal,No,No,Low,Medium
Canteen,Monday,7,Rain,No,No,Low,Low
Canteen,Thursday,16,Normal,No,No,Low,Low
Canteen,Monday,20,Rain,No,No,Low,Low
Cafeteria,Tuesday,14,Rain,No,No,Low,Medium
Library,Tuesday,8,Hot,No,No,Low,Low
Canteen,Thursday,19,Normal,No,No,High,High
Main Block,Friday,15,Hot,Yes,No,Low,Low
Library,Monday,11,Normal,No,No,Low,Low
Bus Stop,Friday,14,Normal,No,No,Medium,Medium
Library,Saturday,13,Normal,Yes,Yes,High,High
Cafeteria,Wednesday,8,Rain,No,No,Low,Low
Main Block,Tuesday,10,Normal,No,No,Low,Low
Library,Wednesday,17,Normal,No,No,Medium,Medium
Cafeteria,Saturday,19,Normal,No,No,Low,Medium
Cafeteria,Friday,11,Rain,No,No,Low,Low
Canteen,Wednesday,17,Normal,No,No,Medium,High
Cafeteria,Wednesday,7,Normal,No,No,Low,Low
Bus Stop,Thursday,9,Normal,No,No,Low,Medium
Bus Stop,Tuesday,20,Rain,No,No,Low,Low
Cafeteria,Wednesday,7,Rain,No,No,Low,Low
Bus Stop,Friday,17,Normal,No,No,High,High
Library,Monday,20,Normal,No,No,Low,Low
Cafeteria,Monday,17,Normal,Yes,No,Low,High
Library,Monday,11,Normal,Yes,Yes,Medium,High
Cafeteria,Monday,12,Hot,No,No,Medium,Medium
Sports Complex,Friday,13,Normal,No,Yes,Medium,High
Canteen,Wednesday,16,Normal,No,Yes,Medium,High
Cafeteria,Tuesday,20,Normal,No,No,Low,Low
Main Block,Monday,21,Normal,No,Yes,Low,Medium
Canteen,Friday,7,Rain,No,No,Low,Low
Library,Thursday,14,Normal,No,No,Medium,High
Main Block,Tuesday,13,Normal,No,No,Low,Medium
Canteen,Friday,17,Normal,Yes,No,Medium,High
Bus Stop,Friday,13,Normal,No,Yes,Medium,High
Canteen,Monday,19,Normal,No,No,Medium,High
Cafeteria,Tuesday,13,Normal,No,No,Low,Medium
Cafeteria,Thursday,15,Normal,No,No,Low,Low
Canteen,Saturday,7,Normal,No,No,Low,Low
Library,Friday,8,Normal,Yes,No,Medium,Low
Library,Friday,12,Normal,No,No,Medium,High
Bus Stop,Friday,18,Normal,Yes,No,Medium,High
Library,Thursday,18,Normal,No,No,Medium,High
Main Block,Wednesday,9,Normal,Yes,No,Medium,Medium
Sports Complex,Wednesday,9,Normal,Yes,No,Low,Low
Canteen,Monday,20,Rain,No,No,Low,Low
Bus Stop,Wednesday,21,Rain,Yes,No,Low,Medium
Cafeteria,Tuesday,20,Normal,No,No,Low,Low
Sports Complex,Friday,19,Normal,No,No,Medium,Medium
Cafeteria,Thursday,12,Normal,No,No,Medium,Medium
Cafeteria,Tuesday,21,Normal,Yes,No,Low,Medium
Cafeteria,Thursday,16,Rain,Yes,Yes,Low,Low
Canteen,Monday,11,Hot,Yes,No,Low,Medium
Library,Friday,11,Normal,No,Yes,Low,Low
Main Block,Monday,12,Rain,Yes,No,Low,Medium
Library,Tuesday,13,Normal,No,No,Medium,Medium
Main Block,Tuesday,15,Hot,No,No,Low,Low
Sports Complex,Tuesday,16,Normal,No,Yes,Low,Low
Sports Complex,Thursday,9,Hot,No,No,Low,Low
Cafeteria,Tuesday,20,Normal,No,No,Low,Low
Cafeteria,Thursday,14,Hot,No,No,Medium,High
Canteen,Monday,20,Normal,No,No,Low,Low
Canteen,Tuesday,18,Normal,No,Yes,Medium,High
Main Block,Saturday,11,Rain,No,No,Low,Low
Bus Stop,Tuesday,20,Normal,No,No,Low,Low
Canteen,Monday,13,Normal,Yes,Yes,High,High
Main Block,Friday,10,Rain,No,No,Low,Low
Main Block,Thursday,16,Normal,Yes,No,Low,Low
Canteen,Tuesday,13,Normal,No,No,Low,Medium
Cafeteria,Monday,21,Normal,Yes,No,Low,Low
Library,Friday,9,Hot,No,No,Low,Low
Cafeteria,Wednesday,18,Normal,No,No,Low,Medium
Sports Complex,Friday,19,Normal,No,Yes,Medium,High
Library,Tuesday,8,Normal,No,No,Low,Low
Canteen,Thursday,14,Normal,No,No,Medium,High
Library,Tuesday,8,Hot,No,No,Low,High
Main Block,Saturday,9,Normal,No,No,Low,Medium
Sports Complex,Saturday,14,Normal,No,No,Low,Low
Library,Tuesday,11,Normal,No,Yes,Medium,High
Library,Saturday,11,Normal,No,Yes,Low,Medium
Bus Stop,Wednesday,11,Normal,Yes,No,Low,Medium
Canteen,Wednesday,10,Normal,No,No,Low,Low
Main Block,Monday,19,Rain,No,Yes,Medium,High
Cafeteria,Wednesday,10,Normal,No,No,Low,Low
Library,Monday,19,Hot,No,Yes,Medium,High
Library,Friday,12,Rain,No,No,Low,Medium
Bus Stop,Monday,20,Rain,No,No,Low,Low
Cafeteria,Monday,17,Rain,No,No,Low,Medium
Main Block,Wednesday,16,Hot,No,Yes,Low,Low
Cafeteria,Friday,10,Normal,No,No,Low,Low
Canteen,Thursday,19,Rain,Yes,No,Medium,High
Bus Stop,Friday,15,Hot,No,No,Low,Low
Canteen,Tuesday,17,Rain,No,No,Low,Medium
Canteen,Friday,8,Normal,No,No,Low,Medium
Sports Complex,Friday,10,Normal,Yes,No,Low,Low
Main Block,Wednesday,17,Normal,No,No,Medium,Medium
Sports Complex,Thursday,12,Rain,No,No,Low,Low
Bus Stop,Tuesday,15,Rain,No,No,Low,Low
Main Block,Thursday,10,Normal,No,No,Low,Low
Main Block,Tuesday,14,Normal,No,Yes,Medium,High
Library,Thursday,15,Hot,No,No,Low,Low
Cafeteria,Thursday,7,Hot,Yes,Yes,Medium,Medium
Main Block,Thursday,16,Rain,No,Yes,Low,Low
Library,Friday,15,Normal,Yes,No,Medium,High
Main Block,Tuesday,7,Normal,No,Yes,Low,Low
Bus Stop,Monday,7,Normal,No,No,Low,Low
Bus Stop,Friday,14,Normal,No,No,Medium,High
Bus Stop,Thursday,10,Normal,No,No,Low,Low
Main Block,Tuesday,18,Hot,No,No,Low,Medium
Library,Tuesday,15,Normal,No,No,Low,Low
Canteen,Monday,10,Normal,No,No,Low,Low
Library,Wednesday,9,Normal,Yes,No,Low,Medium
Library,Tuesday,11,Normal,No,Yes,Medium,Medium
Canteen,Wednesday,9,Normal,No,Yes,Medium,High
Canteen,Tuesday,19,Hot,No,No,Medium,High
Library,Thursday,16,Normal,No,No,Low,Low
Bus Stop,Thursday,18,Hot,No,No,Medium,High
Main Block,Friday,7,Normal,No,No,Low,Low
Cafeteria,Thursday,20,Normal,No,No,Low,Low
Cafeteria,Thursday,17,Normal,No,Yes,High,High
Sports Complex,Wednesday,18,Normal,No,No,Low,Medium
Cafeteria,Thursday,9,Rain,No,No,Low,Low
Bus Stop,Thursday,19,Hot,No,No,Medium,High
Cafeteria,Wednesday,14,Hot,No,Yes,Medium,High
Cafeteria,Tuesday,10,Normal,No,No,Low,Low
Library,Thursday,9,Normal,No,No,Medium,Medium
Main Block,Monday,7,Normal,Yes,Yes,Medium,Medium
Sports Complex,Monday,15,Rain,No,No,Low,Low
Bus Stop,Friday,20,Rain,No,No,Low,Low
Canteen,Thursday,10,Normal,No,No,Low,Medium
Canteen,Wednesday,19,Rain,No,No,Low,Medium
Canteen,Thursday,19,Rain,No,No,Medium,Medium
Library,Friday,11,Normal,No,No,Low,Low
Cafeteria,Saturday,10,Normal,No,No,Low,Low
Bus Stop,Wednesday,9,Normal,No,No,Low,Medium
Library,Wednesday,9,Hot,No,No,Low,Low
Library,Friday,8,Rain,Yes,No,Low,Medium
Cafeteria,Saturday,11,Hot,No,No,Low,Low
Sports Complex,Wednesday,10,Rain,No,No,Low,Low
Library,Thursday,9,Normal,No,Yes,Medium,Medium
Bus Stop,Wednesday,18,Rain,Yes,No,Low,Medium
Cafeteria,Tuesday,12,Hot,No,No,Low,Medium
Cafeteria,Wednesday,21,Normal,No,No,Low,Low
Cafeteria,Wednesday,12,Rain,No,No,Low,Medium
Sports Complex,Friday,13,Rain,Yes,Yes,Medium,Medium
Canteen,Saturday,12,Normal,No,No,Low,Medium
Sports Complex,Thursday,19,Normal,No,No,Low,Medium
Sports Complex,Wednesday,10,Rain,No,No,Low,Low
Main Block,Friday,8,Normal,No,No,Low,Low
Sports Complex,Saturday,11,Hot,No,No,Low,Low
Sports Complex,Wednesday,14,Hot,No,No,Low,Low
Cafeteria,Wednesday,7,Normal,No,No,Low,Low
Bus Stop,Thursday,21,Rain,No,Yes,Medium,Medium
Sports Complex,Saturday,17,Normal,No,No,Low,Low
Main Block,Wednesday,20,Normal,No,No,Low,Low
Cafeteria,Wednesday,12,Normal,No,No,Low,Medium
Main Block,Tuesday,20,Normal,No,No,Low,Low
Library,Thursday,14,Rain,No,No,Low,Medium
Sports Complex,Saturday,18,Normal,No,No,Low,Low
Bus Stop,Monday,13,Normal,No,Yes,High,High
Library,Friday,15,Normal,No,No,Low,Low
Main Block,Thursday,12,Rain,No,No,Low,Medium
Library,Tuesday,17,Normal,No,Yes,High,High
Main Block,Tuesday,13,Normal,Yes,No,Medium,Low
Cafeteria,Monday,16,Rain,No,No,Low,Low
Library,Saturday,12,Hot,No,No,Low,Medium
Bus Stop,Thursday,19,Normal,No,No,Medium,High
Sports Complex,Monday,21,Rain,No,No,Low,Low
Cafeteria,Thursday,14,Normal,No,No,Medium,High
Sports Complex,Friday,21,Normal,No,No,Low,Low
Library,Friday,12,Normal,No,No,Low,Medium
Bus Stop,Saturday,14,Normal,No,No,Medium,Medium
Canteen,Wednesday,18,Rain,No,No,Low,Medium
Cafeteria,Friday,18,Rain,Yes,No,Low,Medium
Cafeteria,Friday,10,Normal,No,No,Low,Low
Cafeteria,Friday,19,Normal,Yes,No,Low,Medium
Library,Saturday,15,Normal,No,No,Low,Low
Main Block,Friday,9,Hot,No,No,Low,Low
Sports Complex,Thursday,15,Hot,No,No,Low,Low
Main Block,Saturday,15,Normal,No,No,Low,Low
Library,Tuesday,11,Hot,No,No,Low,High
Library,Friday,11,Hot,No,No,Low,Low
Main Block,Wednesday,19,Normal,No,No,Medium,High
Sports Complex,Thursday,20,Normal,Yes,Yes,Low,Medium
Library,Tuesday,11,Normal,No,Yes,Low,High
Canteen,Saturday,16,Hot,Yes,No,Low,Low
Cafeteria,Thursday,14,Normal,No,No,Medium,High
Cafeteria,Wednesday,10,Hot,No,No,Low,Low
Main Block,Thursday,16,Normal,No,No,Low,Low
Main Block,Wednesday,9,Normal,No,Yes,Low,Medium
Sports Complex,Wednesday,12,Hot,No,No,Low,Medium
Canteen,Thursday,15,Hot,No,No,Low,Low
Bus Stop,Tuesday,10,Normal,No,Yes,Medium,Medium
Bus Stop,Saturday,21,Normal,No,No,Low,Medium
Cafeteria,Thursday,18,Normal,No,No,Low,Medium
Sports Complex,Tuesday,19,Normal,No,Yes,Medium,High
Canteen,Wednesday,15,Normal,No,No,Low,Low
Bus Stop,Tuesday,19,Normal,Yes,No,Medium,High
Canteen,Friday,15,Normal,No,No,Low,Low
Canteen,Wednesday,15,Normal,Yes,No,Low,Low
Main Block,Friday,9,Hot,No,No,Low,Low
Canteen,Monday,20,Normal,No,No,Low,Low
Cafeteria,Wednesday,18,Normal,Yes,No,Medium,High
Library,Monday,17,Rain,No,No,Low,Medium
Library,Thursday,17,Normal,No,Yes,High,High
Main Block,Saturday,8,Hot,No,No,Low,High
Library,Monday,7,Rain,Yes,No,Low,Medium
Bus Stop,Tuesday,8,Hot,No,No,Low,Low
Bus Stop,Monday,14,Normal,No,No,Medium,High
Sports Complex,Monday,8,Rain,Yes,No,Low,Low
Library,Thursday,8,Normal,No,No,Medium,Medium
Cafeteria,Friday,8,Rain,No,Yes,Low,Low
Library,Tuesday,8,Normal,No,No,Low,Low
Library,Friday,11,Rain,Yes,No,Low,Low
Library,Monday,14,Normal,No,No,Medium,High
Canteen,Wednesday,9,Rain,No,No,Low,Low
Cafeteria,Monday,12,Normal,Yes,No,Low,Medium
Sports Complex,Tuesday,19,Normal,No,No,Low,Medium
Canteen,Saturday,7,Hot,No,No,Low,Low
Cafeteria,Saturday,14,Hot,No,No,Low,Low
Cafeteria,Thursday,12,Normal,No,No,Medium,Medium
Main Block,Saturday,7,Normal,No,No,Low,Low
Library,Monday,17,Normal,No,No,Medium,High
Sports Complex,Friday,15,Rain,No,No,Low,Low
Cafeteria,Wednesday,14,Normal,Yes,No,Low,Medium
Main Block,Thursday,7,Rain,Yes,No,Low,Low
Bus Stop,Saturday,17,Rain,No,No,Low,Low
Library,Saturday,21,Hot,No,No,Low,Low
Library,Thursday,19,Normal,No,No,Low,High
Cafeteria,Friday,8,Normal,No,No,Low,Low
Sports Complex,Saturday,16,Hot,Yes,No,Low,Low
Bus Stop,Friday,18,Rain,No,No,Low,Medium
Main Block,Tuesday,10,Rain,No,Yes,Low,Low
Library,Friday,14,Normal,No,No,Medium,High
Cafeteria,Wednesday,7,Rain,No,No,Low,Low
Main Block,Wednesday,21,Normal,Yes,No,Low,Low
Cafeteria,Friday,15,Normal,No,No,Low,Low
Main Block,Monday,15,Hot,No,No,Low,High
Cafeteria,Monday,19,Normal,Yes,Yes,High,High
Library,Tuesday,13,Normal,No,No,Medium,High
Bus Stop,Monday,21,Normal,Yes,No,Low,Medium
Bus Stop,Saturday,19,Normal,No,No,Low,Medium
Sports Complex,Friday,15,Rain,No,No,Low,Low
Main Block,Friday,21,Hot,Yes,No,Low,Low
Main Block,Tuesday,16,Normal,No,No,Low,Low
Canteen,Tuesday,19,Normal,No,No,Medium,High
Canteen,Thursday,11,Normal,No,Yes,Low,Medium
Canteen,Tuesday,20,Hot,No,No,Low,Low
Main Block,Wednesday,13,Hot,No,No,Low,Medium
Main Block,Thursday,8,Normal,No,No,Low,Low
Cafeteria,Wednesday,19,Normal,No,No,Medium,Medium
Sports Complex,Friday,18,Normal,No,No,Low,High
Main Block,Tuesday,20,Normal,No,No,Low,Low
Library,Friday,20,Normal,No,No,Low,Low
Main Block,Wednesday,7,Rain,Yes,No,Low,Low
Cafeteria,Thursday,11,Rain,Yes,No,Low,Low
Bus Stop,Thursday,7,Rain,No,No,Low,High
Bus Stop,Monday,18,Rain,No,Yes,Medium,High
Canteen,Thursday,11,Normal,Yes,No,Low,Low
Library,Friday,17,Normal,Yes,No,High,High
Bus Stop,Tuesday,19,Normal,No,No,Medium,High
Main Block,Monday,7,Normal,No,No,Low,Low
Library,Friday,15,Normal,No,No,Low,Low
Bus Stop,Tuesday,12,Normal,Yes,No,Medium,Medium
Library,Monday,19,Rain,No,No,Low,Low
Cafeteria,Tuesday,15,Normal,No,No,Low,Low
Canteen,Monday,17,Normal,Yes,No,Medium,High
Sports Complex,Friday,8,Normal,No,No,Low,Medium
Canteen,Friday,10,Rain,Yes,Yes,Low,Medium
Cafeteria,Friday,7,Hot,No,No,Low,Low
Main Block,Wednesday,12,Normal,Yes,Yes,Medium,High
Bus Stop,Monday,20,Normal,No,No,Low,Medium
Bus Stop,Thursday,17,Normal,No,No,Medium,High
Main Block,Tuesday,10,Rain,No,No,Low,Low
Library,Monday,7,Normal,No,No,Low,Low
Library,Friday,17,Normal,No,Yes,High,High
Main Block,Tuesday,7,Hot,No,No,Low,Low
Canteen,Wednesday,15,Rain,No,No,Low,Low
Library,Friday,8,Normal,No,No,Low,Medium
Canteen,Monday,12,Hot,No,No,Medium,Medium
Main Block,Saturday,10,Rain,No,No,Low,Low
Cafeteria,Friday,18,Normal,Yes,No,Medium,High
Sports Complex,Friday,17,Normal,No,No,Low,Medium
Library,Tuesday,19,Rain,No,No,Low,Medium
Sports Complex,Tuesday,19,Normal,No,No,Low,Medium
Sports Complex,Wednesday,8,Normal,Yes,No,Low,Low
Bus Stop,Friday,18,Hot,Yes,No,Medium,High
Main Block,Thursday,12,Rain,No,No,Low,Low
Cafeteria,Friday,19,Normal,Yes,No,Medium,Medium
Canteen,Wednesday,14,Rain,No,No,Medium,Medium
Cafeteria,Friday,13,Normal,No,No,Medium,Medium
Bus Stop,Thursday,8,Hot,No,No,Low,Low
Canteen,Tuesday,14,Normal,Yes,No,Medium,High
Main Block,Monday,21,Normal,Yes,No,Low,Low
Cafeteria,Thursday,18,Normal,No,No,Medium,High
Library,Friday,16,Normal,No,No,Low,Medium
Cafeteria,Tuesday,16,Normal,No,No,Low,Low
Library,Thursday,18,Normal,No,Yes,Medium,High
